tweet_no	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label	tweet_text
136	yes	yes	yes	yes	yes	yes	yes	Asian and African workers in Qatar were infected with #Corona weeks ago and transmitted the infection to others #Arabic_Urgent URL
137	yes	yes	yes	yes	no	yes	yes	They were fighting national companies for two goals: 1) Weakening the country&#39;s economy, in favor of the economy of Qatar and Turkey. 2) Blackmailing the owners of companies to donate to the charitable institutions they run, appointing their cadres as leaders in this company, and not continuing the campaigns. 3) Weakening certain companies in favor of other companies whose owners support them with huge (endowments).
138	yes	no	yes	yes	yes	yes	no	The State of Qatar announced today that Qatar Airways will transfer aid from all countries of the world to Iran free of charge and within the framework of the support provided by Qatar to help Iranian efforts to combat Corona and to confront the boycott imposed by the United States on Iran. Iran said that its people will not forget who stands with it.
139	no					no	no	To submit reports and complaints about quarantine (hotels - homes), and report cases of non-compliance with health and security guidelines to prevent #Corona_Virus (Covid-19), you can call the hotline 44579999..
140	yes	yes	yes	yes	yes	yes	yes	Urgent Officials in the World Health Organization sent a warning to the Qatar regime after the Ministry of Health in Doha refused to equip a hospital for infected workers (Asian and African) with #Corona and USERID ordered the media order (tomorrow) and the number of injured reached more than 862.
141	no					no	no	The world is going through difficult circumstances that require individuals, societies and governments to unite to confront the threat of the spread of the new Corona virus. We hope everyone will adhere to the package of instructions and procedures issued by the state to limit and overcome the spread of the virus. We ask God Almighty to protect us all.
142	yes	no	yes	no	no	no	no	The Ministry of Public Health announces the opening of volunteering to support the efforts of the State of Qatar within the framework of preventive and precautionary measures to limit the spread of the #Coronavirus (Covid-19) #YourSafetyIsMySafety URL
143	yes	no	yes	no	no	no	no	His Highness the Emir of the State of Qatar directs to provide $150 million over a period of 6 months in support of the Gaza Strip, in continuation of the efforts of the State of Qatar to alleviate the suffering of the brotherly Palestinian people, in support of the United Nations relief and humanitarian programs in the Gaza Strip, and to combat the outbreak of the new Corona virus (Covid-19). . #qna url
144	no					no	no	USERID #Qatar was isolated three years ago by its neighbors because it was infected with the conspiracy virus.. and it did not recover from it until it was reintegrated into its surroundings. It may be cured of #Corona, but it is unlikely that it will be cured of the conspiracy virus that is rampant in its leadership.
145	no					no	no	Al-Jazeera broadcasters all united with the Muslim Brotherhood, with the remnants of the annihilated awakening, with the claimant of the failed Yemeni unity, to all admit: “Qatar is too small to manufacture and spread the virus.” . URL
146	no					no	no	What after #Corona, people of Qatar?😉
147	no					no	no	The competent authorities are making every effort to combat the spread of the #coronavirus.
148	yes	yes	yes	yes	yes	yes	yes	Why are you surprised and upset by whom #Qatar announced its readiness to transfer medical aid to #Iran to confront #Corona?! #UAE and #Saudi Arabia provided medical devices and equipment to Israel, and no one spoke about it, but they provided more than 10 billion dollars to support Israeli hospitals #Coronavirus
149	yes	yes	yes		yes	yes	yes	The statement of the #Directorate_of_Civil_Aviation about the Qatar Airways flight #Tehran #Beirut said that it was carrying “a body from Canada and a political mail”, while the official Qatari statement saying “it is free of any goods or passengers” is required of those responsible for clarification... We do not lack scandals and contradictions that may increase distrust In the time of #Corona
150	yes	yes	yes	yes	yes	yes	yes	Has Qatar transformed from a carrier of militias, weapons and funds for terrorists into a carrier of epidemics? Several newspapers talk that the Qatar plane is not for cargo, as Qatar claims, and is not for transporting weapons and militias, as we expected and used to, but rather the development of the matter and the transfer of patients that Iranian hospitals were unable to accommodate to Lebanon. #corona url
151	no					no	no	Social distancing is an important step in limiting the spread of Coronavirus (Covid-19). Please follow the advice and preventive measures recommended by the Ministry of Public Health to maintain the safety of society and support the precautionary efforts and measures undertaken by the State of #Qatar. #YourSafetyIsMySafety URL
152	no					no	no	All news agencies and channels are busy educating people about the epidemic, except for Al-Jazeera mercenaries, who are busy with Sheikh Mohammed bin Zayed and what he said, where did Prince Mohammed bin Salman go and what President Sisi said! The Qatar deficiency complex and the organization of the two dogs will remain more dangerous than Corona, which is why they said: Do not wrestle with a pig in the mud, so you get dirty and he enjoys.
153	yes	no	yes	no	no	no	no	The Ministry of Public Health says that the 17 cases that have recovered from the Corona virus (Covid-19), including 4 Qatari citizens, bring the total cases of recovery from the epidemic to 27 cases in the State of Qatar. #qena
154	yes	yes	yes	yes	yes	yes	yes	Not a single Qatari believes that the Qatari cargo plane flew from Tehran to Hezbollah in Lebanon, it came out empty,,,, No one talked about the sheep that you paralyzed from Beirut to Doha in order to cover the Tehran-Beirut itinerary,, America forgives you. Corona is for them, and do not underestimate the Qatari people
155	no					no	no	And my visitor was as if she had modesty, so she only visited in the dark. I brushed the edges and mattresses for her, so she healed and became in my bones. The skin narrows from myself and from her, so he expands it with all kinds of sickness. If she leaves me, she washes me as if we were devoted to forbidden things. Bahrain #Oman URL
156	yes	no	yes	no	no	no	no	The Prime Minister and the Minister of Interior issues a decision imposing precautionary measures to prevent all forms of gathering, by the authority of the law, including but not limited to (the Corniche, parks, public beaches, and social gatherings), in continuation of the efforts made by the state to confront the Corona virus and limit its spread. #qna url
157	no					no	no	The streets of #Qatar are empty, a community ban has not been issued yet..they are empty and their homes are full of love, loyalty, loyalty and responsibility..The whole society is the great wall of protection against adversity and crises 🇶🇦🇶🇦🇶🇦💪🏻💪🏻👏🏼👏🏼👏 🏼👏🏼👏🏼 #Corona URL
158	yes	yes		yes	no	yes	no	Turkey&#39;s official news agency &quot;Anatolia&quot; repeats the same news! The world is preoccupied with the #coronavirus. They and the Qataris are busy Phobia Mohammed bin Salman! They repeat the news all the time, and this indicates their madness and their distress over his image and name. What are you doing with them 🇸🇦 😂? URL
159	no					no	no	Following the decision to prevent all forms of assembly by the authority of the law to limit the spread of the Corona virus (Covid-19), we stress the need to assume responsibility and adhere to all decisions and precautionary measures to ensure the safety of everyone in the State of #Qatar. #YourSafetyIsMySafety URL
160	yes	yes	yes	yes	yes	yes	yes	Chinese experts believe that #corona may cause testicular damage and male infertility, and they recommend infected men to conduct tests for semen quality and hormone levels, ** If their belief is true, the virus is 100% laboratories production to control the population explosion, otherwise what is the relationship of a respiratory disease that affects fertility!! URL
